time,day-ahead,intra-day
15/01/2023 19:30,155.46,132.48
15/01/2023 20:00,133.42,136.48
15/01/2023 20:30,133.42,132.76
15/01/2023 21:00,165,107.33
15/01/2023 21:30,165,83.9
15/01/2023 22:00,212.15,147.05
15/01/2023 22:30,212.15,131.63
15/01/2023 23:00,210.48,126.08
15/01/2023 23:30,210.48,99.82
16/01/2023 00:00,180.86,106.51
16/01/2023 00:30,180.86,126.96
16/01/2023 01:00,146.21,121.64
16/01/2023 01:30,146.21,135.31
16/01/2023 02:00,148.19,165.32
16/01/2023 02:30,148.19,158.26
16/01/2023 03:00,165.01,149.38
16/01/2023 03:30,165.01,135.06
16/01/2023 04:00,148.82,156.88
16/01/2023 04:30,148.82,143.96
16/01/2023 05:00,168.04,145.9
16/01/2023 05:30,168.04,144.88
16/01/2023 06:00,171.19,142.85
16/01/2023 06:30,171.19,127.96
16/01/2023 07:00,140.46,125.3
16/01/2023 07:30,140.46,123.88
16/01/2023 08:00,128.01,104.84
16/01/2023 08:30,128.01,108.97
16/01/2023 09:00,113.06,122.77
16/01/2023 09:30,113.06,147.95
16/01/2023 10:00,130,123.43
16/01/2023 10:30,130,128.83
16/01/2023 11:00,163.8,127.81
16/01/2023 11:30,163.8,133.51
16/01/2023 12:00,162.58,130.01
16/01/2023 12:30,162.58,126.91
16/01/2023 13:00,164.89,123.98
16/01/2023 13:30,164.89,131.84
16/01/2023 14:00,167.09,145.08
16/01/2023 14:30,167.09,135.85
16/01/2023 15:00,152.71,124.94
16/01/2023 15:30,152.71,121.14
16/01/2023 16:00,144,134.72
16/01/2023 16:30,144,126.77
16/01/2023 17:00,141,119.85
16/01/2023 17:30,141,129.95
16/01/2023 18:00,141.23,148.47
16/01/2023 18:30,141.23,135.44
16/01/2023 19:00,144.07,111.53
16/01/2023 19:30,144.07,112.86
16/01/2023 20:00,149.2,137.78
16/01/2023 20:30,149.2,116.72
16/01/2023 21:00,156.4,139.02
16/01/2023 21:30,156.4,129.19
16/01/2023 22:00,182.38,133.39
16/01/2023 22:30,182.38,137.11
16/01/2023 23:00,176.12,168.03
16/01/2023 23:30,176.12,175.2
17/01/2023 00:00,196.23,181.25
17/01/2023 00:30,196.23,215.57
17/01/2023 01:00,149.92,209.15
17/01/2023 01:30,149.92,207.51
17/01/2023 02:00,131.9,192.62
17/01/2023 02:30,131.9,191.36
17/01/2023 03:00,119,203.13
17/01/2023 03:30,119,190.8
17/01/2023 04:00,129.42,141.52
17/01/2023 04:30,129.42,124.46
17/01/2023 05:00,129.45,134.13
17/01/2023 05:30,129.45,122.46
17/01/2023 06:00,129.37,126.65
17/01/2023 06:30,129.37,122.98
17/01/2023 07:00,121.52,151.19
17/01/2023 07:30,121.52,144.29
17/01/2023 08:00,118.03,169.8
17/01/2023 08:30,118.03,175.7
17/01/2023 09:00,121.89,170.48
17/01/2023 09:30,121.89,187.69
17/01/2023 10:00,143.94,162.05
17/01/2023 10:30,143.94,154.45
17/01/2023 11:00,170.38,170.37
17/01/2023 11:30,170.38,155.69
17/01/2023 12:00,183.5,140.12
17/01/2023 12:30,183.5,138.32
17/01/2023 13:00,193.5,131.53
17/01/2023 13:30,193.5,128.28
17/01/2023 14:00,196.29,146.29
17/01/2023 14:30,196.29,146.34
17/01/2023 15:00,179.1,138.94
17/01/2023 15:30,179.1,134.66
17/01/2023 16:00,164.1,135.69
17/01/2023 16:30,164.1,122.1
17/01/2023 17:00,156.05,108.99
17/01/2023 17:30,156.05,131.25
17/01/2023 18:00,151.66,145.97
17/01/2023 18:30,151.66,128.26
17/01/2023 19:00,154.59,141.21
17/01/2023 19:30,154.59,130.69
17/01/2023 20:00,159.59,133.55
17/01/2023 20:30,159.59,116.93
17/01/2023 21:00,183.98,130.66
17/01/2023 21:30,183.98,118.44
17/01/2023 22:00,198.64,159.51
17/01/2023 22:30,198.64,153.42
17/01/2023 23:00,184.56,159.32
17/01/2023 23:30,184.56,150.6
18/01/2023 00:00,170.8,166.94
18/01/2023 00:30,170.8,178.67
18/01/2023 01:00,145.47,170.21
18/01/2023 01:30,145.47,184.04
18/01/2023 02:00,144.17,185.06
18/01/2023 02:30,144.17,180.54
18/01/2023 03:00,127.97,182.7
18/01/2023 03:30,127.97,169.78
18/01/2023 04:00,124.97,151.34
18/01/2023 04:30,124.97,151.3
18/01/2023 05:00,124.7,150.35
18/01/2023 05:30,124.7,145.99
18/01/2023 06:00,122.67,144.47
18/01/2023 06:30,122.67,142.6
18/01/2023 07:00,110.99,148.51
18/01/2023 07:30,110.99,161.43
18/01/2023 08:00,108.2,170.22
18/01/2023 08:30,108.2,175.82
18/01/2023 09:00,120.05,169.52
18/01/2023 09:30,120.05,187.22
18/01/2023 10:00,136.83,187.85
18/01/2023 10:30,136.83,189.32
18/01/2023 11:00,142.97,187.23
18/01/2023 11:30,142.97,180.55
18/01/2023 12:00,151.94,171.2
18/01/2023 12:30,151.94,175.82
18/01/2023 13:00,168.97,173.55
18/01/2023 13:30,168.97,171.79
18/01/2023 14:00,159.4,167.16
18/01/2023 14:30,159.4,157.81
18/01/2023 15:00,151.9,153.52
18/01/2023 15:30,151.9,149.16
18/01/2023 16:00,134.08,149.2
18/01/2023 16:30,134.08,153.16
18/01/2023 17:00,129.91,164.71
18/01/2023 17:30,129.91,169.42
18/01/2023 18:00,130,158.12
18/01/2023 18:30,130,153.92
18/01/2023 19:00,137.36,144.07
18/01/2023 19:30,137.36,152.6
18/01/2023 20:00,141.49,157.17
18/01/2023 20:30,141.49,155.48
18/01/2023 21:00,153,170.53
18/01/2023 21:30,153,167.46
18/01/2023 22:00,166.7,172.49
18/01/2023 22:30,166.7,163.5
18/01/2023 23:00,159.71,169.47
18/01/2023 23:30,159.71,182.38
19/01/2023 00:00,143.93,215.39
19/01/2023 00:30,143.93,244.12
19/01/2023 01:00,133.5,242.16
19/01/2023 01:30,133.5,247.84
19/01/2023 02:00,128.2,241.05
19/01/2023 02:30,128.2,239.75
19/01/2023 03:00,122,232.33
19/01/2023 03:30,122,215.71
19/01/2023 04:00,129.65,173.63
19/01/2023 04:30,129.65,171.33
19/01/2023 05:00,128.06,185.41
19/01/2023 05:30,128.06,173.57
19/01/2023 06:00,129.15,179.64
19/01/2023 06:30,129.15,174.47
19/01/2023 07:00,121.58,181.65
19/01/2023 07:30,121.58,184.65
19/01/2023 08:00,119.58,190.19
19/01/2023 08:30,119.58,206.48
19/01/2023 09:00,124.06,212.91
19/01/2023 09:30,124.06,216.14
19/01/2023 10:00,150.09,216.09
19/01/2023 10:30,150.09,220.47
19/01/2023 11:00,169.83,209.8
19/01/2023 11:30,169.83,200.17
19/01/2023 12:00,173.65,183.21
19/01/2023 12:30,173.65,173.48
19/01/2023 13:00,180.77,166.41
19/01/2023 13:30,180.77,161.13
19/01/2023 14:00,179.8,156.7
19/01/2023 14:30,179.8,148.45
19/01/2023 15:00,174.15,147.68
19/01/2023 15:30,174.15,138.02
19/01/2023 16:00,160.05,119.01
19/01/2023 16:30,160.05,119.44
19/01/2023 17:00,147.01,132.12
19/01/2023 17:30,147.01,149.64
19/01/2023 18:00,146.49,151.97
19/01/2023 18:30,146.49,136.81
19/01/2023 19:00,150.01,128.66
19/01/2023 19:30,150.01,123.87
19/01/2023 20:00,165.72,115.61
19/01/2023 20:30,165.72,119.03
19/01/2023 21:00,185.24,125.37
19/01/2023 21:30,185.24,120.32
19/01/2023 22:00,195,143.96
19/01/2023 22:30,195,130.6
19/01/2023 23:00,184.64,137.87
19/01/2023 23:30,184.64,161.96
20/01/2023 00:00,172.94,185.88
20/01/2023 00:30,172.94,213.02
20/01/2023 01:00,147.22,184.27
20/01/2023 01:30,147.22,208.42
20/01/2023 02:00,148.67,210.75
20/01/2023 02:30,148.67,204.36
20/01/2023 03:00,127.24,196.82
20/01/2023 03:30,127.24,195.44
20/01/2023 04:00,134.09,188.22
20/01/2023 04:30,134.09,182.19
20/01/2023 05:00,130.58,176.12
20/01/2023 05:30,130.58,174.89
20/01/2023 06:00,130.61,176.45
20/01/2023 06:30,130.61,173.37
20/01/2023 07:00,129.01,178.58
20/01/2023 07:30,129.01,182.46
20/01/2023 08:00,129,160.86
20/01/2023 08:30,129,184.29
20/01/2023 09:00,130,171.94
20/01/2023 09:30,130,197.64
20/01/2023 10:00,147.96,174.27
20/01/2023 10:30,147.96,184.27
20/01/2023 11:00,165.58,197.86
20/01/2023 11:30,165.58,188.88
20/01/2023 12:00,191.84,160.82
20/01/2023 12:30,191.84,158.22
20/01/2023 13:00,195.9,179.81
20/01/2023 13:30,195.9,161.66
20/01/2023 14:00,191.29,152.52
20/01/2023 14:30,191.29,144.18
20/01/2023 15:00,177.51,143.65
20/01/2023 15:30,177.51,148.67
20/01/2023 16:00,164.08,146
20/01/2023 16:30,164.08,141.6
20/01/2023 17:00,156.92,133.61
20/01/2023 17:30,156.92,144.09
20/01/2023 18:00,156.68,146.14
20/01/2023 18:30,156.68,139.03
20/01/2023 19:00,169.22,133.57
20/01/2023 19:30,169.22,122.03
20/01/2023 20:00,176.68,123.22
20/01/2023 20:30,176.68,112.5
20/01/2023 21:00,196.6,117.78
20/01/2023 21:30,196.6,110.99
20/01/2023 22:00,198.24,136.74
20/01/2023 22:30,198.24,141.81
20/01/2023 23:00,193.34,133.05
20/01/2023 23:30,193.34,125.31
21/01/2023 00:00,183.45,139.76
21/01/2023 00:30,183.45,140.75
21/01/2023 01:00,157.11,149.07
21/01/2023 01:30,157.11,167.26
21/01/2023 02:00,152.55,149.75
21/01/2023 02:30,152.55,156.28
21/01/2023 03:00,142.39,158.58
21/01/2023 03:30,142.39,143.4
21/01/2023 04:00,140.18,155.17
21/01/2023 04:30,140.18,152.44
21/01/2023 05:00,136.23,136.64
21/01/2023 05:30,136.23,133.46
21/01/2023 06:00,136.26,139.09
21/01/2023 06:30,136.26,133.67
21/01/2023 07:00,129.85,130.93
21/01/2023 07:30,129.85,134.92
21/01/2023 08:00,128.19,129.05
21/01/2023 08:30,128.19,135.5
21/01/2023 09:00,128.03,142.62
21/01/2023 09:30,128.03,176.18
21/01/2023 10:00,129.37,195.48
21/01/2023 10:30,129.37,200.65
21/01/2023 11:00,136.29,199.82
21/01/2023 11:30,136.29,185.55
21/01/2023 12:00,149.07,178.22
21/01/2023 12:30,149.07,146.14
21/01/2023 13:00,157.54,153.71
21/01/2023 13:30,157.54,126.76
21/01/2023 14:00,158.55,157.94
21/01/2023 14:30,158.55,148.92
21/01/2023 15:00,150.81,147.07
21/01/2023 15:30,150.81,145.87
21/01/2023 16:00,139.46,140.15
21/01/2023 16:30,139.46,159.16
21/01/2023 17:00,132.44,148.22
21/01/2023 17:30,132.44,164.39
21/01/2023 18:00,131.17,158.79
21/01/2023 18:30,131.17,151.14
21/01/2023 19:00,133.99,143.95
21/01/2023 19:30,133.99,128.35
21/01/2023 20:00,144.9,144.01
21/01/2023 20:30,144.9,133.73
21/01/2023 21:00,162.84,131.99
21/01/2023 21:30,162.84,126.73
21/01/2023 22:00,195.69,126.73
21/01/2023 22:30,195.69,126.73
21/01/2023 23:00,178.94,126.73
21/01/2023 23:30,178.94,126.73
22/01/2023 00:00,153.59,126.73
22/01/2023 00:30,153.59,126.73
22/01/2023 01:00,148.34,126.73
22/01/2023 01:30,148.34,126.73
22/01/2023 02:00,140.56,126.73
22/01/2023 02:30,140.56,126.73
22/01/2023 03:00,131.09,126.73
22/01/2023 03:30,131.09,126.73
22/01/2023 04:00,150.07,126.73
22/01/2023 04:30,150.07,126.73
22/01/2023 05:00,148.47,126.73
22/01/2023 05:30,148.47,126.73
22/01/2023 06:00,144,126.73
22/01/2023 06:30,144,126.73
22/01/2023 07:00,138.9,126.73
22/01/2023 07:30,138.9,126.73
22/01/2023 08:00,125.49,126.73
22/01/2023 08:30,125.49,126.73
22/01/2023 09:00,120.36,126.73
22/01/2023 09:30,120.36,126.73
22/01/2023 10:00,130.01,126.73
22/01/2023 10:30,130.01,126.73
22/01/2023 11:00,134.7,126.73
22/01/2023 11:30,134.7,126.73
22/01/2023 12:00,135.84,126.73
22/01/2023 12:30,135.84,126.73
22/01/2023 13:00,140.1,126.73
22/01/2023 13:30,140.1,126.73
22/01/2023 14:00,149.64,126.73
22/01/2023 14:30,149.64,126.73
22/01/2023 15:00,166.42,126.73
22/01/2023 15:30,166.42,126.73
22/01/2023 16:00,160.19,126.73
22/01/2023 16:30,160.19,126.73
22/01/2023 17:00,174.93,126.73
22/01/2023 17:30,174.93,126.73
22/01/2023 18:00,187.28,126.73
22/01/2023 18:30,187.28,126.73
22/01/2023 19:00,177.1,126.73
22/01/2023 19:30,177.1,126.73
22/01/2023 20:00,175.03,126.73
22/01/2023 20:30,175.03,126.73
22/01/2023 21:00,203.89,126.73
22/01/2023 21:30,203.89,126.73
22/01/2023 22:00,230.01,126.73
22/01/2023 22:30,230.01,126.73
22/01/2023 23:00,216.42,126.73
22/01/2023 23:30,216.42,126.73
23/01/2023 00:00,197.57,126.73
23/01/2023 00:30,197.57,226.62
23/01/2023 01:00,177.03,219.97
23/01/2023 01:30,177.03,235.07
23/01/2023 02:00,160.82,205.49
23/01/2023 02:30,160.82,203.93
23/01/2023 03:00,152.77,211.55
23/01/2023 03:30,152.77,201.15
23/01/2023 04:00,141.19,184.87
23/01/2023 04:30,141.19,184.39
23/01/2023 05:00,142.16,198.18
23/01/2023 05:30,142.16,191.66
23/01/2023 06:00,141.31,177.35
23/01/2023 06:30,141.31,178.32
23/01/2023 07:00,137.07,198.76
23/01/2023 07:30,137.07,210.73
23/01/2023 08:00,137.01,190.23
23/01/2023 08:30,137.01,201.58
23/01/2023 09:00,135.99,201.06
23/01/2023 09:30,135.99,234.28
23/01/2023 10:00,156.25,214.29
23/01/2023 10:30,156.25,214.26
23/01/2023 11:00,203.37,213.17
23/01/2023 11:30,203.37,212.4
23/01/2023 12:00,220.6,197.55
23/01/2023 12:30,220.6,177.55
23/01/2023 13:00,225.51,176.14
23/01/2023 13:30,225.51,159.9
23/01/2023 14:00,228.09,156.72
23/01/2023 14:30,228.09,141.98
23/01/2023 15:00,219.86,141.73
23/01/2023 15:30,219.86,140.5
23/01/2023 16:00,209.95,125.05
23/01/2023 16:30,209.95,122.32
23/01/2023 17:00,204.62,119.95
23/01/2023 17:30,204.62,124.86
23/01/2023 18:00,197.53,124.71
23/01/2023 18:30,197.53,123.36
23/01/2023 19:00,195.91,125.24
23/01/2023 19:30,195.91,121.39
23/01/2023 20:00,200.99,121.87
23/01/2023 20:30,200.99,121.08
23/01/2023 21:00,224.28,123.24
23/01/2023 21:30,224.28,119.92
23/01/2023 22:00,255.06,150.48
23/01/2023 22:30,255.06,133.23
23/01/2023 23:00,237.7,132.06
23/01/2023 23:30,237.7,149.97
24/01/2023 00:00,216.04,155.64
24/01/2023 00:30,216.04,206.76
24/01/2023 01:00,170.56,171.36
24/01/2023 01:30,170.56,187.83
24/01/2023 02:00,162.05,179.29
24/01/2023 02:30,162.05,180.53
24/01/2023 03:00,141.01,177.07
24/01/2023 03:30,141.01,164.28
24/01/2023 04:00,141.44,172.64
24/01/2023 04:30,141.44,161.08
24/01/2023 05:00,137.09,175.64
24/01/2023 05:30,137.09,169.01
24/01/2023 06:00,136.09,167.83
24/01/2023 06:30,136.09,167.06
24/01/2023 07:00,133.58,173.67
24/01/2023 07:30,133.58,176.21
24/01/2023 08:00,133.94,182.06
24/01/2023 08:30,133.94,187.42
24/01/2023 09:00,133.58,189.13
24/01/2023 09:30,133.58,208.6
24/01/2023 10:00,151.67,189.76
24/01/2023 10:30,151.67,191.53
24/01/2023 11:00,184.6,212.57
24/01/2023 11:30,184.6,218.49
24/01/2023 12:00,214,176.36
24/01/2023 12:30,214,165.18
24/01/2023 13:00,222.95,185.58
24/01/2023 13:30,222.95,150.57
24/01/2023 14:00,215.86,157.18
24/01/2023 14:30,215.86,145.74
24/01/2023 15:00,207.74,146.57
24/01/2023 15:30,207.74,139.56
24/01/2023 16:00,194,116.21
24/01/2023 16:30,194,109.28
24/01/2023 17:00,188.96,117.83
24/01/2023 17:30,188.96,143.05
24/01/2023 18:00,187.4,129.8
24/01/2023 18:30,187.4,110.64
24/01/2023 19:00,190.11,109.14
24/01/2023 19:30,190.11,108.34
24/01/2023 20:00,200.22,110.82
24/01/2023 20:30,200.22,103.49
24/01/2023 21:00,217.83,115.51
24/01/2023 21:30,217.83,129.67
24/01/2023 22:00,223.36,133.19
24/01/2023 22:30,223.36,134.56
24/01/2023 23:00,209.94,158.27
24/01/2023 23:30,209.94,137.45
25/01/2023 00:00,197,186.07
25/01/2023 00:30,197,194.13
25/01/2023 01:00,160.56,199.73
25/01/2023 01:30,160.56,186.25
25/01/2023 02:00,154.49,156.8
25/01/2023 02:30,154.49,154.29
25/01/2023 03:00,136.35,177.13
25/01/2023 03:30,136.35,176.25
25/01/2023 04:00,134.95,176.92
25/01/2023 04:30,134.95,172.23
25/01/2023 05:00,132.45,180.72
25/01/2023 05:30,132.45,186.37
25/01/2023 06:00,130.27,194.14
25/01/2023 06:30,130.27,196.94
25/01/2023 07:00,124.96,192.69
25/01/2023 07:30,124.96,180.14
25/01/2023 08:00,125.01,190.5
25/01/2023 08:30,125.01,202.46
25/01/2023 09:00,127.48,205.46
25/01/2023 09:30,127.48,219.88
25/01/2023 10:00,134.91,237.66
25/01/2023 10:30,134.91,239.69
25/01/2023 11:00,155.6,215.4
25/01/2023 11:30,155.6,198.6
25/01/2023 12:00,174.14,184.47
25/01/2023 12:30,174.14,186.87
25/01/2023 13:00,191.88,166.51
25/01/2023 13:30,191.88,166.35
25/01/2023 14:00,187,168.08
25/01/2023 14:30,187,154.9
25/01/2023 15:00,179.92,152.62
25/01/2023 15:30,179.92,149.27
25/01/2023 16:00,170.3,132.86
25/01/2023 16:30,170.3,138.74
25/01/2023 17:00,164.46,138.71
25/01/2023 17:30,164.46,146.34
25/01/2023 18:00,162.53,140.15
25/01/2023 18:30,162.53,131.74
25/01/2023 19:00,165.1,128.22
25/01/2023 19:30,165.1,129.05
25/01/2023 20:00,166.6,135.32
25/01/2023 20:30,166.6,131.44
25/01/2023 21:00,180.01,126.55
25/01/2023 21:30,180.01,126.36
25/01/2023 22:00,185.85,164.06
25/01/2023 22:30,185.85,167.2
25/01/2023 23:00,177.21,188.25
25/01/2023 23:30,177.21,188.88
26/01/2023 00:00,166.48,189.1
26/01/2023 00:30,166.48,203.93
26/01/2023 01:00,158.11,194.7
26/01/2023 01:30,158.11,199.39
26/01/2023 02:00,151.93,183.21
26/01/2023 02:30,151.93,181.86
26/01/2023 03:00,141.17,181.65
26/01/2023 03:30,141.17,182.63
26/01/2023 04:00,124.86,165.23
26/01/2023 04:30,124.86,159.04
26/01/2023 05:00,123.16,159.03
26/01/2023 05:30,123.16,154.51
26/01/2023 06:00,122.49,150.94
26/01/2023 06:30,122.49,149.1
26/01/2023 07:00,119.01,165.58
26/01/2023 07:30,119.01,175.56
26/01/2023 08:00,117.65,160.09
26/01/2023 08:30,117.65,186.96
26/01/2023 09:00,119.01,164.28
26/01/2023 09:30,119.01,206.51
26/01/2023 10:00,132.72,189.96
26/01/2023 10:30,132.72,206.19
26/01/2023 11:00,147.43,199.59
26/01/2023 11:30,147.43,188.15
26/01/2023 12:00,167.27,194.78
26/01/2023 12:30,167.27,179.62
26/01/2023 13:00,173.02,181.27
26/01/2023 13:30,173.02,157.15
26/01/2023 14:00,172.06,156.14
26/01/2023 14:30,172.06,136.92
26/01/2023 15:00,161.61,137.54
26/01/2023 15:30,161.61,138.13
26/01/2023 16:00,152.91,103.61
26/01/2023 16:30,152.91,113.06
26/01/2023 17:00,146.67,144.71
26/01/2023 17:30,146.67,170.86
26/01/2023 18:00,148.3,149.38
26/01/2023 18:30,148.3,138.96
26/01/2023 19:00,153.08,131.93
26/01/2023 19:30,153.08,128.46
26/01/2023 20:00,153.01,130.63
26/01/2023 20:30,153.01,123.62
26/01/2023 21:00,169.47,135.33
26/01/2023 21:30,169.47,129.88
26/01/2023 22:00,179.92,136.35
26/01/2023 22:30,179.92,131.82
26/01/2023 23:00,170.07,151.13
26/01/2023 23:30,170.07,137.21
27/01/2023 00:00,163.96,133.8
27/01/2023 00:30,163.96,188.93
27/01/2023 01:00,145.93,165.39
27/01/2023 01:30,145.93,179.15
27/01/2023 02:00,131.05,181.09
27/01/2023 02:30,131.05,179.04
27/01/2023 03:00,123.04,169.96
27/01/2023 03:30,123.04,164.56
27/01/2023 04:00,130.18,166.23
27/01/2023 04:30,130.18,152.9
27/01/2023 05:00,130,156.43
27/01/2023 05:30,130,155.71
27/01/2023 06:00,127.11,171.34
27/01/2023 06:30,127.11,155.07
27/01/2023 07:00,122.09,160.1
27/01/2023 07:30,122.09,158.28
27/01/2023 08:00,121.55,153.87
27/01/2023 08:30,121.55,159.55
27/01/2023 09:00,122.84,151.51
27/01/2023 09:30,122.84,167.21
27/01/2023 10:00,133.39,165.69
27/01/2023 10:30,133.39,166.69
27/01/2023 11:00,159.4,175.65
27/01/2023 11:30,159.4,171.96
27/01/2023 12:00,177.28,169.43
27/01/2023 12:30,177.28,142.58
27/01/2023 13:00,186.97,155.69
27/01/2023 13:30,186.97,136.51
27/01/2023 14:00,184.3,154.09
27/01/2023 14:30,184.3,138.94
27/01/2023 15:00,181.63,153.21
27/01/2023 15:30,181.63,137.99
27/01/2023 16:00,175.84,130.59
27/01/2023 16:30,175.84,139.74
27/01/2023 17:00,168.83,130.28
27/01/2023 17:30,168.83,140.97
27/01/2023 18:00,166.9,133.14
27/01/2023 18:30,166.9,133.13
27/01/2023 19:00,166.87,132.32
27/01/2023 19:30,166.87,134.89
27/01/2023 20:00,169.55,115.73
27/01/2023 20:30,169.55,115.73
27/01/2023 21:00,181.26,115.73
27/01/2023 21:30,181.26,115.3
27/01/2023 22:00,193.54,142.4
27/01/2023 22:30,193.54,142.4
27/01/2023 23:00,185.46,142.4
27/01/2023 23:30,185.46,142.4
28/01/2023 00:00,173.92,142.4
28/01/2023 00:30,173.92,142.4
28/01/2023 01:00,155.7,115.76
28/01/2023 01:30,155.7,130.44
28/01/2023 02:00,144.86,112.81
28/01/2023 02:30,144.86,124.68
28/01/2023 03:00,132.86,139.59
28/01/2023 03:30,132.86,141.66
28/01/2023 04:00,134.23,140.16
28/01/2023 04:30,134.23,142.32
28/01/2023 05:00,128.24,143.74
28/01/2023 05:30,128.24,144.59
28/01/2023 06:00,121.43,139.72
28/01/2023 06:30,121.43,144.79
28/01/2023 07:00,118.37,151.33
28/01/2023 07:30,118.37,145.65
28/01/2023 08:00,117.02,154.49
28/01/2023 08:30,117.02,165.79
28/01/2023 09:00,115.9,146.66
28/01/2023 09:30,115.9,173.85
28/01/2023 10:00,116.72,172.13
28/01/2023 10:30,116.72,168.28
28/01/2023 11:00,127.64,175.09
28/01/2023 11:30,127.64,145.24
28/01/2023 12:00,130.09,181.58
28/01/2023 12:30,130.09,130.46
28/01/2023 13:00,146.01,161.46
28/01/2023 13:30,146.01,129.28
28/01/2023 14:00,154.27,149.11
28/01/2023 14:30,154.27,145.34
28/01/2023 15:00,151.87,146.48
28/01/2023 15:30,151.87,146.8
28/01/2023 16:00,144.78,127.82
28/01/2023 16:30,144.78,140.51
28/01/2023 17:00,137.37,124.05
28/01/2023 17:30,137.37,132.95
28/01/2023 18:00,134,131.53
28/01/2023 18:30,134,124.33
28/01/2023 19:00,135.83,116.56
28/01/2023 19:30,135.83,118.34
28/01/2023 20:00,142.8,105.14
28/01/2023 20:30,142.8,105.3
28/01/2023 21:00,160.6,98.78
28/01/2023 21:30,160.6,91.92
28/01/2023 22:00,180.21,103.52
28/01/2023 22:30,180.21,94.49
28/01/2023 23:00,174.96,99.65
28/01/2023 23:30,174.96,92.11
29/01/2023 00:00,155.64,108.57
29/01/2023 00:30,155.64,122.48
29/01/2023 01:00,140.11,116.78
29/01/2023 01:30,140.11,123.02
29/01/2023 02:00,135.09,134.52
29/01/2023 02:30,135.09,146.18
29/01/2023 03:00,132.07,141.65
29/01/2023 03:30,132.07,141.96
29/01/2023 04:00,176.8,148.12
29/01/2023 04:30,176.8,137.15
29/01/2023 05:00,164.27,107.71
29/01/2023 05:30,164.27,95.54
29/01/2023 06:00,164.79,107.47
29/01/2023 06:30,164.79,89.66
29/01/2023 07:00,144.8,97.47
29/01/2023 07:30,144.8,107.16
29/01/2023 08:00,135.43,94.24
29/01/2023 08:30,135.43,105.16
29/01/2023 09:00,129.94,95.19
